"Sentiment","text"
"negative","@mrobo i unfortunately will not be there... i have to work "
"negative","i miss 24 hour tesco - i would have totally gone on an icecream run about now "
"negative","@3vn that sounds terrible.  stupid facebook. I wanna see your pictures! Did j.c. give you my number?"
"negative","i'm a little sad "
"negative","seriously saw two young kids MAKING OUT outside the store before the went into CiCi's. SICKNASTY! "
"negative","Leaving my truck at the shop for a week "
"negative","@teresa_m I was definitely in the same crowd, really wanted to be the Modern Major General... instead I was just a pirate. "
"negative","@gfalcone601  i think you should come to Croydon  xxxx"
"negative","@princessleah7x with me, unfortunately, there's no choice. My name is so obvious "
"negative","@bbd_russ yes, though can get really repetitive really, really quickly "
"negative","Hmm... I slept for 2 hours... Now I'm going to take a shower b/c matt is coming over when he gets back. But OMG I am sooooo red!!! "
"negative","still missing voice "
"negative","Here's an idea, clothes that clean itself after use. I hate doing laundry "
"negative","Mall Cop was very good  but his mustache was cool"
"negative","@DonnieWahlberg SO sad I missed out "
"negative","@mussomitchel http://twitpic.com/2x52y - aww cutie ...you look like your gunna cry "
"negative","how did this even  happen? can i just rewind and to the last 4 years over? i wish so badly i had stressed a little less. im not ready "
"negative","when they say world wide release i thought that would include Australia aswell... ??? "
"negative","@PlanetHipatia Buuu "
"negative","@HellGates I know.  You never know though, this is the The Rev we're talking about. xD"
"negative","@moidem frst off, happy b-day belated...2nd, its not alwaya that simple "
"negative","wants her hubby to come home from work! Ugh I'm so lonely right now "
"negative","Accept the fact that things are never black or white, but are complex and mercurial #tfs09 Damn "
"negative","upset that the dollar is weakening against the euro again  was planning to go to madrid, but may reconsider"
"negative","Just listen ipod  I need a vacation..."
"negative","i missed my Cara tonight passed out after kickboxing  talked to the boy today hes the best xoxox"
"negative","The crime car is going Lejal "
"negative","The entire tip of my index finger is one giant blood blister "
"negative","@WahooPooh forgiven even though I had to face that hell alone with nobody to hide behind  I shall work on my shoulders all day."
"negative","went to 3 clubs last night and is paying for it today  lol"
"negative","DC hasn't been able to win a single match against DD and KXP, in 4 encounters with each team. Mental block.  #ipl"
"negative","@JustJustinee LMAO i'm not blind  taylor lautner is cooooool. i swear robert pattinson always looks like he's high."
"negative","@vickytcobra Wish you were too. Missed you last year because I was in the line outside attempting to get my ass in there "
"negative","I have to go!!! NOOOOOO!!!  I'll tweet u later!"
"negative","@Alli_Flowers But then I would have  to leave the room    I don't think Gabe will let me put it on his pc down here."
"negative","Aaargh - I did something wrong on my local WordPress install and now it's not working "
"negative","Aww I missed sisterhood of traveling pants....AGAIN "
"negative","dude i'm up waay to early. i feel depressed today.. blaaah "
"negative","@BiitchyBeauty I dnt see u on my bbm list anymore  where are u?"
"negative","Ah well . . . It's time for me to shut down the computer. My precious music which I don't have a CD for, will have to stop for the night "
"negative","Ok so tonight wasn't all that good   If only....."
"negative","online quiz "
"negative","@lilyroseallen ...im 20! same bday...wish i was able to go to london "
"negative","I have two &quot;kings&quot; in my name... still don�t know where the queen is� "
"negative","@agoss indeed. the only person who can fix it is james. and i think i'm about his least favourite person in the world. mehhh "
"negative","Hit the &quot;upgrade&quot;-button for my Wordpress and it deleted every file it could on the whole server. I'm in shock. Years of blogging gone. "
"negative","@thenameisE shuuutup la iqah :p  m feeling so naseb kentang "
"negative","You've let me down spain "
"negative","I'm goin to pump it up today woo hoo! But my stomach hurts... So that tells me not so good of a day coming up "
"negative","@streetztalk physics  the most boring class ever!"
"negative","I am going to need chiropractic realignment - I can just tell "
"negative","@brandi_b thanks for the warm welcome! Colorado springs is beautiful wish I could have stayed longer. "
"negative","Awake til 7 am  no no no not again"
"negative","Who's nicked my fan?! S'Blurry 'ot "
"negative","I'm tired  I need to get a journal!!!!!!!!! Monday? I really want one by tomorrow though  I hope I don't get loaded with hw on monday!"
"negative","what i wanted to say was that i have to WALK to town in this heat instead of sittin in the garden with a nice and cool drink "
"negative","Left her ticket at home like a spod today - cue over an hour of walking back and forth to get it "
"negative","the sims 3 is very confusing  me and chloe cant figure out how to move house :O! any help ?"
"negative","Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
"negative","is gonna take some tylenol...never ending headache "
"negative","my throat hurts...must have slept with my mouth wide open. urgh, 2 hours of math to start with tiday "
"negative","@Jill_HW I won't be down there at that time, unfortunately   Sorry to miss you!"
"negative","why can't i just tell doorsalesmen to get the hell of my property instead of buying stupid crap from them "
"negative","Sneezing up storm      If I Wouk if went out lastnite Wouk be sleeping til noon and woke up feeling like a lioness!!"
"negative","problem with 2am pho making is that you dont have 10hrs to make a fine broth "
"negative","@_amazinq_ nooo dont eat mee  pleaseee"
"negative","@the12kingstar I'm ok. Just got back frm Bangkok, Thailand. Thats e good news. The bad news is that e Airline lost my check-in luggage. "
"negative","@Jacks1973 How rude  ;) I'm good thanks miss, cooking tea for my mummy as its her B-day  hows all with u? x"
"negative","@Frang  sorry about your headache "
"negative","bout to take mallori homeee "
"negative","Hates this sore throat. "
"negative","@akamu21 I was uninvited but I'm not there WTF?   I'm neglected"
"negative","@stbalkcom Have you heard from Amy lately?  Think we lost one of our Group K tweeters. "
"negative","Have a Nature / chemist test tomorrow about plastic!  "
"negative","feeling so sick!...so nervous about nick stuff "
"negative","@Leannnee ii dunno where its gone "
"negative","@Mzcertified  Clean Me!"
"negative","I feel horrible I hope i'm not getting sick. I've had this terrible headache since last night that Tylenol isn't fixing. Neither is soup "
"negative","@CherylColeUK They were fab last nite got the impression there mite not be another tour tho "
"negative","I've just ruined my favorite pair of work pants. "
"negative","Back from west wales, more sun burn though "
"negative","My allergies are horrible today! "
"negative","i don't want to do my work "
"negative","seems there is a DNS issue on our end. the site and some services might not be accessible.  answers ur q @mohanjith"
"negative","Its past my bed time! I haven't seen 5 am in awhile. I'm getting old "
"negative","I love Tabs but she's the reason I have to clean this house so much "
"negative","All I gotta say is &quot;fat jesus&quot;. lool thx now I wanna head to vegas!  http://myloc.me/2ZRK"
"negative","why are tests soo hard im soo gonna get a back mark "
"negative","@aaronob my name is an FML post in general xD gina just is a bad name. I've been called vagina more times than I can remember  assholes"
"negative","I cant seem to come up with a name for my design company  any suggestions? If i pick it ill give you $20 lol"
"negative","More computer problems, had to rip out the hd and install a new one, not sure what was wrong with the old one but it wouldn't work "
"negative","Going to work "
"negative","Eurghh Maths exam tommro  wish me luck!"
"negative","Taking my roomie to the airport. I will miss her  now both besties are gone."
"negative","@mileycyrus you won't believe how many fake mileys there are on a germanwebsite for pupils.. and many people believe them "
"negative","sigh... why is the internet so sllooowwww...  trying to update the firmware on my phone for 2 days "
"negative","@johnmaine  See you for warped tour!!!"
"negative","@sggaffney "
"negative","Well I WON'T be going to see #Ohmymaybee spin tonight so back to the Cellar for the regular happy hour gig it is.. kind of disappointed "
"negative","@dennyfbaby 3 way and my crush ended today "
"negative","Not sure what I need to do to get rid of a headache.. every day.  Dreamed about Bryan last night.. not good. "
"negative","my DS is broken "
"negative","Hm, Rashard used to do that all the time in SEATTLE! We miss the Sonics here  I had my WestCoast package (Lower-level)........ whomp whomp"
"negative","Is so nervous about today peeps  Truly Blessed"
"negative","@PenniWise By the way...I took a lot of pictures on Sunday. FTP says 2 hours.    I might finish up all of them today, tho."
"negative","@Tallboy40 muhahaha... then again.. i liv in mk too "
"negative","@hoozilla awwww  have cake (or ice cream or both) to make it all better!"
"negative","finally has my new blog up since i cant fix my other one  http://megglesphotos.blogspot.com/"
"negative","I have just sold my dignity to twitter and cannot figure out how to search for the person I signed up for. "
"negative","hi people im very bored and im not allowed downstairs cuz my sisters friends r over "
"negative","@BrittanyTooker thanks!  we need to get together soon, i'm going through roomie withdrawl!"
"negative","who knew training would require me to drink so much coffee! "
"negative","@Ausadian98 Pinchy!  could it be 'cause you live in a land-locked city? ;) driving by the swan river always stinks. must be all that algae"
"negative","So disappointed... So baseball game for me today. "
"negative","has a consult with the oral surgeon tomorrow to see about getting my wisdom tooth cut out "
"negative","Feeling slightly worried! I think I may have said something bad unintentionally!  If so, why do I not think before I speak?! If I did"
"negative","Why do cartilage peircings take so long to heal, painful times "
"negative","NOTORIOUS!! i need more followers  i want to have 100 by friday!"
"negative","Early mornin after a laaaaaaate night "
"negative","I hate when @fattie20xl works nights  sigh"
"negative","JON AND KATE PLUS EIGHT TONIGHT! I shouldn't be excited, but I've watched this show since the beginning. It makes me sad now "
"negative","Bored out of my gourd. If you're bored then you're boring?  "
"negative","Stuck on a train to Leeds, with SLOW wifi. Train in front broken down, so we've stopped  can't watch #XboxE3 feed  HEEELP!!"
"negative","i went on youtube &amp; i looked at all the clips from musical wicked, im so upset that i didn't get 2 see it, i wish i could have seen it "
"negative","Last stop at QT before my journey north. "
"negative","@juliryan Brrr, I saw that snow too! Sure was cold today. Hope you've caught up on some sleep since the tummy bug "
"negative","had a horriable headache all day..  so much for a great day off. went to cub to get some grub.."
"negative","Wishing I had some chain nose pliers right now "
"negative","@EmilyAllyse Me neither  I've been putting it off all weekend."
"negative","@chitagirl god damn you Chita! I would have pushed miley so hard and ran for Hugh Jackman. "
"negative","I didn't hear the thunder storm "
"negative","watching my big bro play soccer...shame they're losing "
"negative","@xsugarrush Hey Becky! I just came on... It's sadly my last day... "
"negative","Annnyway. D: Any idea why im so illll?  I blame yesterday even if it was fun XD"
"negative","New to this Twitter thing. Looks like none of my friends are on Twitter.  "
"negative","shares I feel bad for Eminem...  http://tinyurl.com/nzprwf http://plurk.com/p/xof6b"
"negative","@babydoll20 can't reply to your DM cause your not following me "
"negative","can not find any of the tv shows she missed online like she usually can sad story "
"negative","Holy hell I got my butt kicked at work. "
"negative","@smile4mepatty  That's exactly why I can't be on it during the day "
"negative","couldent get my eyebrow ring back in  owell i guess:/"
"negative","@djtremble right? My mom is obsesseddddddd and I've heard enough of it every single day "
"negative","@VioletsCRUK hot fireman isn't a nice drunk I'm quite sad "
"negative","my stomach is so big like a ball "
"negative","Monday....  wishing I was pool side w/ my ladies workin' on my tan!"
"negative","I want to go home so bad.. "
"negative","@ubuntugeeks good morning to you!  No wait, its evening.  You still have a whole day of work to go before the weekend! "
"negative","My mommy missed her train, no mommy for my birthday. "
"negative","is actually really cold. urgh. we took about 100 photos yesterday!!!. beaute weekend. want the summer. hate revising  DEPRESSING."
"negative","Rain rain go away p-p-p-please mister "
"negative","@tutusnhighheels thanks, I really hurt my hip though. It stinks  At least by the time I left they had a wet floor sign up. DUH!"
"negative","@fostaus4 idont want to b rude but,im not a huge fan of him!i still dont kno if they match.. i was inlove with Jilary "
"negative","@kapkap The latest version (0.26) of Tweetdeck now support multiple accounts. BUT it doesn't work for me... can't see my tweets "
"negative","ok, getting my lazy rear up and moving about, last day of VBS  lots to do"
"negative","Has a fever and swollen tonsils, again  took a pain killer. Hoping it magically goes away in the morning."
"negative","taking my anti biotics "
"negative","current state of affairs in iran and pakistan worry me "
"negative","my dance recital's are over for this year  videos are on facebook-baba o'reily. maybe taking more dance classes next year...we'll see"
"negative","@athletetraining I'm barely walking since my April accident-   had to cancel the coaching.  'm a mess."
"negative","Oh where's the sun gone "
"negative","@CareNews "
"negative","@LaMonteG I am lost. Please help me find a good home. "
"negative","Is very bored and wants a new job "
"negative"," i'm not yet ready 4 school time..lol"
"negative","@JK_Red1  HE has a girlfriend now  i'm kinda depressed..."
"negative","After everything I did for him, he's ignoring me yet again. Fml &lt;/3 now I gotta go to stupid work "
"negative","@bronger7 injuries and deaths. Boooooyah. I mean...damn "
"negative","bleurgh rate limit exceeded "
"negative","@spencerpratt i'd love to speak w/ you on the phone.. but i cant get through  im a sad sad woman 2nite "
"negative","internet is down, only thing thats working is twitter and my finger hurts now "
"negative","@ABeautifulMind1 I offered him a massage on his injured shoulder...(I am professionally  trained) but he hasnt taken me up  Thanks for #ff"
"negative","Lunch now at QC Sports Club w Mom. Missing Dad. "
"negative","I can't believe this cool Day/Night Street Rock doesn't even have a single heart  http://www.etsy.com/view_listing.php?listing_id=21362047"
"negative","@JLSOfficial have fun just a shame the O Williams Appreciation Society won't be there  have loads of fun and see you soon mwah E xxxx"
"negative","@BillieJArmstrng new album rocks!! would love to come see u when u do ur UK tour, tickets sold out b4 me and my friend could get em  xoxox"
"negative","Party got raided "
"negative","We are stuck in traffic outside of Memphis "
"negative","i'm jealous of @mileycyrus. i wanna be with nick j right now "
"negative","happy to be back in nyc, but i think i just left my heart in los angeles "
"negative","@katernz Yea! I hope I don't get to spend the morning in the airport again! Especially with such an early start "
"negative","how do you put pics up? mine are all too big "
"negative","@DainFam0uszD I really don't want to. I just want it to be Friday. "
"negative","@spaz spaz don't work to ubuntu 9.10 (linux)  AIR 1,5 "
"negative","@Raizak It's been working for over a year now, and I haven't changed anything  SKY man's coming on July 1st."
"negative","@shannster I'm sorry. That sucks. "
"negative","Oi vey my allergies slowly turned into a cold "
"negative","man I miss my boyfriend "
"negative","my arms! huhuhu! they hurt! I should have used the washing machine "
"negative","@AshleyMashley sanka yoo! i'm watching it right  now  its totally dumb...the preview is full of LIES!"
"negative","someone should hang out with me today/tonight. i'll be in st pete friday and saturday night "
"negative","@SineadGrainger lanna no happy  lanna got huge feet but wants the purple shoesssss"
"negative","http://www.youtube.com/user/lustlucifer4  &lt;&lt; This guy was a prick on you tube.. fam do your thing!!   Meanies will not succeed!"
"negative","@colbertobsessed  yeah I bet. Once it's finished you get to be all stressed about exams and papers to.  It's a cycle that never stops."
"negative","is liking someone but its not going anywhere "
"negative","@Carl360 i heard about that, unlucky mate "
"negative","Oh great. I've lost my effing purse. I'm more bothered about the purse itself than the cards - it looked like a gameboy "
"negative","today is just not a good day  ahhhhhhhhhhhhhhhh. i need help."
"negative","btw, love d recipe postings, 'cept this wot happens when i cook http://twitpic.com/68a3d have 2throw d pot away "
"negative","so much to do O.O wow... my last Gr. 12 friday just finished... "
"negative","I didn't realize how much I missed the adult store until we walked around ANF at the Grove.. "
"negative","well the temper tantrums are back... yay mondays "
"negative","@Stephanya haha defo its not. its one of those clubs you want your money back for joining from false freakin advertising  !!!!!!!!!"
"negative","@IndyWebDesign However, I think my problem today isn't the music. I just simply can't get inspired. "
"negative","@jodikicksass no, shane does that all on his own *giggles* ok only for me haha.. don't judge me "
"negative","OMG the heat in my room...I think I may be slowly melting  it's not ideal"
"negative","Is Really Gonna Miss Certain Seniors "
"negative","fuck oprah is sad today "
"negative","@blackandred oh, I'm sorry  I kinda know it, my friend is ignoring me for reasons unknown."
"negative","This years arts festival meh "
"negative","on the way to my lover's house. i hate how i oversleep. it's way too beautiful a day to b stuck inside doing lab reports "
"negative","I erased all of my previous Tweets and I don't know why "
"negative","@kilrturkey 1 you left your book at my place  2 hahaha gaytime on your own - pricless!"
"negative","@Craig_D Ooh poor thing "
"negative","Really should go wash up "
"negative","A rainy traffic jam..  http://twitpic.com/7izsc"
"negative","I'm at H&amp;M but have no money "
"negative","This is great curl-up-in-a-ball-and-read later. I wish I had a book. "
"negative","@anakbrunei lol. Habis already "
"negative","Feeling really bad today.  ugh, I hate being sick!!"
"negative","Tired of life... "
"negative","got a BAD toothache  think I might have an abcess(?)  soooooo painful  Got the dentist at 3.30"
"negative","@ryancweg Wowser, that's awful.  Get well soon!"
"negative","O.kk? Thats weird I cant stop following people on twitter... I have tons of people to unfollow "
"negative","Oh help me! Driving in my friends car. Shes not 2 good of a driver! She even admited it!!   She almost killed us last nite! Goin2 Triple A"
"negative","is nowhere near satisfied with the SLA final exam. *sigh* "
"negative","@LorrenJade your not alone. I'm late on the Hangover too  still haven't seen it"
"negative","@bzani thank you my love  have fun playing photog today!"
"negative","still up... watching TV... another workweek ahead "
"negative","@yvieburnett you didn't clear up after though "
"negative","A Coke Zero explosion right before I leave to take an exam is not cutey-cutey "
"negative","so tired !  so confused ! "
"negative","@JackSavoretti why has your Bush Hall concert been cancelled??? "
"negative","just got a $205 speeding ticket. "
"negative","@katediamond I always think that Glasto coverage is one  of the things BBC does very very well.I don't even need to go. "
"negative","@kursed Yeah it is  @ahmedbilal has  already slipped out."
"negative","Talkin to Mark.....why "
"negative","@ErBear2200 sad face.   sure you can't wait?"
"negative","Ravelry is broken. "
"negative","@theDebbyRyan   Wish I could have gone my brother Vince Thomas was their butvthe lady running ur even said he got Denied from ur party. "
"negative","not feeling work today   ....do i ever?"
"negative","I only slept 8.5 hours and I feel like I slept 12. Not a good feeling. Gotta go to bed earlier. we'll be slammed @work tonight for sure. "
"negative","@AmyDurrant well I wouldn't know as mine isn't working...when you press play the screen goes black but then goes back to normal "
"negative","@ChrissyAsad LOL alright I have to see the goodiez hehehehe. Go lakers, yao ming is out for the year with a broken foot  yay we got this"
"negative","And that weather celebration has lead to an upset stomach  "
"negative","@RFLong i have no room for the books i already own  i have one tiny room at home (my parents)"
"negative","TwitlQ.com looks promising. Good for multiple twitter accounts. But no OpenAuth "
"negative","sometimes watching movies online sucks..waiting for them to load can be a bitch... "
"negative","Jogging, isnt REALLY that cool, especially if you've got a fever "
"negative","badbadbad mood  why are some people so unfair?! "
"negative","@iTZ_DEDE LOL I know right! These NBA ballers always playin us "
"negative","@persef I would gladly have him back in exchange for my sandwich though "
"negative","@boomstickplease  Sad times, sad times indeed. Hope everything is ok."
"negative","The Fuel stream keeps freezing on me  Gonna restart &amp; hope that solves the problem! Can't be doing that during Jeremy Camp!!"
"negative","Transformers 2: lack of megan "
"negative","Web trends show far more interest in Britain tonight in the Apprentice final than the European Union elections. Tempted to disown country "
"negative","Re reading Eclipse &amp; wishing my nails would stop peeling &amp; breaking so i could paint them "
"negative","http://twitpic.com/8dsdg - my booooys "
"negative","Oeps.. wasted my whole evening doing.. well.. Nothing! Heading off to bed now! Have to work again tomorrow "
"negative","@KimKardashian  Oh get better soon hate the flu "
"negative","@purplechar he is a bad influence on me... finished work and got drunk in an hour. I feel like ABSOLUTE death  haha how goes operationtan?"
"negative","I passed the PUP entrance exam before but sadly, I wasn't able to took my study there till now.  I want to be part of that university! "
"negative","@holliebox Sounds like back when I was in college and had to submit a perfectly replicated musical recording as a .mid file. "
"negative","its a lovely summer day and im stuck inside working  oh well at least i got some early tanning in this morning!"
"negative","@misstoriblack hope you feel better.  "
"negative","My trusty macbook pro's hard drive finally died after 2 1/2 years. RIP  time to open it up &amp; install a new one! Ughhh"
"negative","The bus was late, so I'm late for yoga  I need to check if they changed the frequency"
"negative","No transformers 2 today since movie theatre lost power "
"negative","@Tawmu Squarespace announced that you only have to do it once and your in it forever... Please stop. "
"negative","working on a marketing plan on a saturday night "
"negative","@wepilates Thank you! Had a look this morning and what I want is out of stock  will check again soon!"
"negative","good morning everyone, I'm getting sick, isn't that great? "
"negative","@Hessaleene i has no monies  i want to go so badly- i miss the sun! i never get to see it anymore- it sucks balls out loud"
"negative","@Dyana_ loool tell me about it!! but theres not much we can do when we live in different cities "
"negative","#iranelection Someone should airdrop guns into Iranian cities so protesters could protect themselves. "
"negative","OMG WTF earthquaake. "
"negative","Interesting Click on the site register Clicking to see what does what See the followers and boom virus alert Nice.. "
"negative","Plans for tomorrow have been canceled.   Unsure what to do, but I suspect it will involve being lazy."
"negative","My friend was fired "
"negative","is not going to the JUICE DJ Quest event tonight  http://plurk.com/p/121xq6"
"negative","@officialpeta  You guys do such great work... shame you made fools out of yourselves with the fly thing... "
"negative","My navigation on my phones not workinf for me and I don't have directions down yet!  FML"
"negative","@missyallets Yeah, it still is; can't block the spammers, it takes me a few times to follow! Then I have a bad dream!  Hope ur well!"
"negative","away upstairs to bed. gonna miss you twitter. will tweet as soon as i arrive home on monday! miss you already @jamie_grandison  xx"
"negative","@kaylaoh im at ulta buying nail polish!  But u should come over tomorrow after we sel snacks "
"negative","@clipperkid747 well that makes me feel better although I only have an ipod touch. I don't have an iphone, so i figured maybe that was it "
"negative","I need Air Con in here! Wayyy too hot, even with both windows open "
"negative","Poor Keith, sounds like a horrible sales day "
"negative","@eventaussie @dexteraddict aw no re. The game.  dont they go into overtime perhaps?"
"negative","My stomach hurts and we're out of cheerios "
"negative","@MagicMike i will when i get home  ni doesn't look forward to it LOL"
"negative","2day was fun, nicole had 2 leave tho  alexas party 2morro. then home sunday. texting lauren and devin"
"negative","I wanna skype, too bad i only have 30% battery remaining "
"negative","adventureland was soo awesome!  to bad it was at the cinemas for a whole of one day!  i wanna watch it again n i wanna watch it NOW! lol"
"negative","My toe is so sore  I may have to cut it off entirely"
"negative","kinda sad and confused  why do guys do this?"
"negative","chillinq w. my favorite qirlies....jazzy tye &amp;&amp; quanna....kathy is the onlee one missinq "
"negative","@almafonth why? "
"negative","Leaving Baguio in 12 days  When I go back to work in Manila, 2 teammates have already left. sigh.."
"negative","so that'll be my clutch shot then. £600 bill after £330 bill on Friday. I miss my motorbike. "
"negative","I can't sleep and I feel very crappy "
"negative","Lol, @Larissa_SG , I don't have the Urban either "
"negative","y does de weather always change so quick??? i hate rain "
"negative","@ConfessionsMom Those escaped convicts were finally arrested, in the tiny ND town where I picnicked last week. "
"negative","@MariaDaines Oh My God that is absolutely awful i want to cry! That poor elephant, is this still happening? is the elephant still there? "
"negative","its a shame she is going to lose "
"negative","Going to miss @saramintz when she leaves on Saturday "
"negative","@DitaVonTeese: Yay! A DVD!  ...But I hope to see you perform live someday  Oh when, oh when will you perform on the east coast USA?"
"negative","@tommcfly oh, i have a test at the college today. i discovered that yesterday. oh plz wish me luck, ill need it  "
"negative","@djrell5 the update isn't all that!!!  disappointed"
"negative","Finally done at the studio in NYC......stuck in traffic on the FDR "
"negative","@hill_lvgd I want too, but you're so far away "
"negative","@Killaya I've been told she only had the after show pass and didn't meet anyone. "
"negative","@imtalia school is... idk, school. heaps of h/w though  hav u got ur yearlys coming up? xox"
"negative","@ElleBeeeeee i feel shiteous  i really want to come back but money is a bother  missing you terribly *cries* xxxxxxxxxxxxxxlove you more"
"negative","Is working on a sunday "
"negative","@irishmexi ooo what dates are you coming? I won't be here part of July  let me know asap!"
"negative","What's going on with the traffic today? tel aviv is jammed! Taking me more than 20 mnts and I still haven't arrived to the office "
"negative","@ameeface Oh God, definately an actual club, based in the library, and everybody has to wear shirts. I need a life outside Sunset Valley "
"negative","Cleaning day today   Better get going..."
"negative","i've been struggling with internet for like 3 hours "
"negative","@williamchadwick Oh dear  Hopefully the total wipe and re-start will help but  doubt it as these toshibits have been extremly unreliable."
"negative","Our internet connection is officially stuffed. This is going to be interesting "
"negative","@NoToriousTori bwahaha, true enough. In my dreams, Leo, Vanessa, Greenlee and FRANKIE come back. But I know we saw Frankie's body.  #FAB"
"negative","i cant find my headset. "
"negative","Babysitting...kinda fun...kinda not! Lol, watching cartoons! Yippie! ...lol...  Help me! ...ok so i'm exaggerating a little, but still ..."
"negative","@WeTheTRAVIS aww it'd cold and rainy  but it is meant to be nice the week you are coming...but please don't hold me to that haha"
"negative","my legs are just aching all over, from stadning alllllllllllllll day  booo!"
"negative","I am soo tired. WHY can I never sleep anymore? "
"negative","@Swiffle can't see @sucka4love pic... broken link "
"negative","Husband's shop stuff has taken over porch. I'm left taking my stuff to barn. Huge wasted areas-this property was stupidly designed "
"negative","@lady_j51 I'm twittering from Alex's phone because I'm going through withdrawal. My iPhone is dead "
"negative","@nedrr they do, if you fantasize (A) Still can't fix the taste "
"negative","ughh i should've been there!!.. why didnt i go?? "
"negative","@rsmeith Well yeah, the Expo post (as if we haven't said enough that we're ~ambivalent~)... but everywhere else 2. No1 sez nothin nice "
"negative","enjoying the last day of the longest holiday ive had since leaving school "
"negative","It's national Doughnut day! WTF! I wish I lived near a Dunkin' Doughnut or a Krispy Kreme! Damn this sucks "
"negative","Missing out @dotnetwork gathering tomorrow. Sudden issues related to flight that forced canceling it  #DNK"
"negative","@DENISE_RICHARDS hi Denise, well i spent it with my familly (in Polnad is 18.10), it was great, but for about 4 hours i must go to work "
"negative","@BreeOlson9  That does suck. Well you can always rely on us twitter peeps to chat u back! Don't be sad!"
"negative","trying to pack for holiday, got to leave tomoz at 5am!! "
"negative","Still ill  ouch-ness"
"negative","@daveserjeant Checked...not there...  "
"negative","Library, my new hang-out until June 28. @Camiej I hate you "
"negative","No one is receiving my tweets "
"negative","the sun is coming up and i didnt even get to go to sleep yet    lol"
"negative","is home and back to life on a schedule-gonna miss sleeping till 10am!!  "
"negative","Randomingly woke up at 4 and now I can't go back to sleep. "
"negative","@Eminemdrdre00 It would hurt my heart making fun of her  even for a reply."
"negative","ME TOO, @venhi .  Supposed to continue here all next week. "
"negative","Oh no I'm so sad, they had just announced Mika on the radio, and they eventually had technical problems with the CD so gave up the idea. "
"negative","Missin my very good friend in Mass.  "
"negative","Good morning!! Finally got to sleep in now time for homework and then the work "
"negative","Awwww... Gonna miss Taste of Little Italy... "
"negative","@IsisPhotography meeting Lori &amp; Mimmo for coffee. thats about it. Our day was canceled because of rain "
"negative","@sherrellwynn AND THE CRAZY HIGH PITCHED WITCH? AND THE SEXY SCENE WITH SAXAPHONE? AND 'IM A DOOOGGG&quot; BROTHER! "
"negative","It's raining.  I thought I'd be able to get outside during lunch.  "
"negative","@HeyErnie lame lol  ha ha ha j leno is leaving from the tonight show  anyways guess wat"
"negative","woke up at 5.30 on my day off "
"negative","@mello826BA @YoungPR826 I'm not sure if I can get you guys in "
"negative","is depressed cause her twin deleted her account, "
"negative","Sundays are boring when you are single "
"negative","Ugh. I really do think I'm getting sick. Not cool.  I hate coughs."
"negative","@linseymorris I've been trying to convert my best friend but so far, nothing  I dragged her to a show last tour.. she did go crazy (cont)"
"negative","without internet for the weekend due to havin too much fun in vegas but had nothing to twitter about anyway,but i lost followers  boo to u"
"negative","@suplado_one i fell asleep cuz!!! i'm sowee "
"negative","Today it's so HOT... "
"negative","video card is on its last legs.  don't know what i'm going to do. "
"negative","@lyndseyjane It's been a good 2 months already  I'm still not sure what triggers it. (And have NEVER played tennis!)"
"negative","@anony269 I miss the dolls too  have fun in glenelg! I know cant believe the weather is SO nice when the dolls leave LOL"
"negative","@SamanthaLuthra I cant believe youre done and im not  boooo schools ruining all of our fun"
"negative","@desolate_pages  Maybe you can comfort him with his favorite movie or something. But it sucks - get better soon, bb!"
"negative","Just screwed over my friend on online diplomacy when all I wanted to do was screw over the others. "
"negative","spending my last few hours in sf with adam "
"negative","Furnace people left. Be back on monday, no AC this weekend.  Heading to Paulas moms for dinner. Anything going on tonight??"
"negative","Can't fall asleep "
"negative","@Cosmetosaur I wished the leopard one came in the bigger size "
"negative","@KierDarby  Sad to see you go. Do you have any plans yet? Are you going to continue developing software?"
"negative","@ImajicArt nope - claire tried to do it for me - so i ended up sitting on my hands "
"negative","@zachhyte I hate living in Australia  sometimes..."
"negative","@Cari_tx @legacy62 @MsEDU &lt;waves to all&gt; i have to go to a b-day for a work thing. i'm hoping i won't be there all. not a twilight crowd "
"negative","i need him "
"negative","having a sleepover. my mom didnt trust us enough to leave me and my friends unsupervised so my brothe is here "
"negative","@Alyssa_Milano Awww..those poor puppies "
"negative","@sbcpacker4life Where are you?! "
"negative","What a failure of a Saturday night - 3 assignments and work early in the morning. I wish I was in Melbourne. "
"negative","Just back from my MD, I wont be able to walk straight for a couple of days again "
"negative","@FabAllie I put $$$down for a place but its 1800 a month...   I really like it but they want me to find something cheaper and about HIM..."
"negative","feeling a lil better :/ but pretty much still &gt;&gt;&gt; "
"negative","Work is done but now time to re-write the 2 papers I lost yesterday  It's gonna be a long weekend folks! Prayers are appreciated"
"negative","@MikeyD09 The one time NJTransit is on time! That sucks. "
"negative","Honestly I hope (ruth) the car is dead for good so I can bury it (her)!! She's done enough suffering "
"negative","Sick of waiting for GH:Hits, played GH3 again. 2% on Dragonforce 10 times in a row  need purple notes!"
"negative","Sorting through my grandmas belongings.. Probably last time ill ever be here.. "
"negative","i think that canteen 1 is shit. &gt; "
"negative","Discussing Toni Morisson's A Mercy in GTM class today, didn't get to finish reading "
"negative","taking a walk to do some thinking.... "
"negative","@matthewfrancis It's not even that big. "
